InstitutionType,InstructorID_Pre,InstructorID_Post,StudentID,Q1FUS,Q2FUS,Q3FUS_Yes,Q3FUS_No,Q4FUS_A,Q4FUS_B,Q4FUS_C,Q4FUS_D,Q4FUS_F,Q5FUS_NeverIntended,Q5FUS_Time,Q5FUS_Grade,Q5FUS_Understand,Q5FUS_Major,Q5FUS_Experience,Q5FUS_OtherCourses,Q6FUS_1,Q6FUS_2,Q6FUS_3,Q6FUS_4,Q7FUS
4, ,72,22542, , , , , , , , , , , , , , , , , , , , , 
4, ,72,22544,6,A, ,No, , , , , , , , , , , , , , , , , 
4, ,72,22547, , , , , , , , , , , , , , , , , , , , , 
4,72, ,23947, , , , , , , , , , , , , , , , , , , , , 
4,72, ,23948, , , , , , , , , , , , , , , , , , , , , 
4,72, ,23949, , , , , , , , , , , , , , , , , , , , , 
4,72, ,23950, , , , , , , , , , , , , , , , , , , , , 
4,72, ,23951, , , , , , , , , , , , , , , , , , , , , 
4,72, ,23952, , , , , , , , , , , , , , , , , , , , , 
4, ,72,24903, , , , , , , , , , , , , , , , , , , , , 
4, ,72,24904, , , , , , , , , , , , , , , , , , , , , 
4,73,73,12718,9,C, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II.,I changed my major and now do not need to take Calculus II.,My experience in Calculus I made me decide not to take calculus II., , ,Disagree, , ,"I had plenty of help through out my semester of Calculus I. The professor was always available and helpful, classmates were helpful, and tutors were helpful. I just couldn't quite understand the concept of Calculus, and taking the class made me severely anxious, so I opted for my physical and emotion well being and switched majors into one that doesn't involve taking any more Calculus."
4,73,73,12726, , , , , , , , , , , , , , , , , , , , , 
4,73, ,19011, , , , , , , , , , , , , , , , , , , , , 
4,73, ,19032, , , , , , , , , , , , , , , , , , , , , 
4,73, ,19039, , , , , , , , , , , , , , , , , , , , , 
4,73, ,19040, , , , , , , , , , , , , , , , , , , , , 
4,73, ,19052, , , , , , , , , , , , , , , , , , , , , 
4,73, ,19078, , , , , , , , , , , , , , , , , , , , , 
4,73, ,19079,2,A, ,No, , , , , , , , , ,I changed my major and now do not need to take Calculus II., ,I have too many other courses I need to complete., , , , ,Did not like the teacher
4,73, ,19083, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19016,6,C,Yes, , , , ,D, , , , , , , , , ,Disagree, , , 
4,74, ,19021, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19022, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19024, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19026, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19038, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19042, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19043, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19044,12,D, ,No, , , , , , , ,My grade in Calculus I was not good enough for me to continue to Calculus II.,I do not believe I understand the ideas of Calculus I well enough to take Calculus II.,I changed my major and now do not need to take Calculus II.,My experience in Calculus I made me decide not to take calculus II., , ,Disagree, , ,I think the teaching could have been much better and would have helped.
4,74, ,19046, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19051, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19055, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19056, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19063, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19065, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19066, , , , , , , , , , , , , , , , , , , , , 
4,74, ,19075,6,B,Yes, , , ,C, , , , , , , , , ,Agree, , , ,"The supplemental instruction provided for Calculus I at ULL help tremendously.  If this type of tutoring were available for the other calculus classes, many more students would gain a greater understanding  of the material."
4,74, ,19080, , , , , , , , , , , , , , , , , , , , , 
4,74, ,23953, , , , , , , , , , , , , , , , , , , , , 
4,74, ,23954, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10278, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10279, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10281, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10283, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10296, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10301, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10304, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10308, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10315, , , , , , , , , , , , , , , , , , , , , 
1,75,75,10321, , , , , , , , , , , , , , , , , , , , , 
1,75, ,14413, , , , , , , , , , , , , , , , , , , , , 
1,75, ,14423, , , , , , , , , , , , , , , , , , , , , 
1,75, ,14436, , , , , , , , , , , , , , , , , , , , , 
1,75, ,14449, , , , , , , , , , , , , , , , , , , , , 
1,75, ,14450, , , , , , , , , , , , , , , , , , , , , 
1, ,75,21148, , , , , , , , , , , , , , , , , , , , , 
1, ,75,21149, , , , , , , , , , , , , , , , , , , , , 
1, ,75,21151, , , , , , , , , , , , , , , , , , , , , 
1, ,75,21152, , , , , , , , , , , , , , , , , , , , , 
1, ,75,21155, , , , , , , , , , , , , , , , , , , , , 
1, ,75,21156, , , , , , , , , , , , , , , , , , , , , 
1, ,75,21157, , , , , , , , , , , , , , , , , , , , , 
1, ,75,21158, , , , , , , , , , , , , , , , , , , , , 
1,75, ,23207, , , , , , , , , , , , , , , , , , , , , 
1, ,75,24344, , , , , , , , , , , , , , , , , , , , , 
1,76,76,10293, , , , , , , , , , , , , , , , , , , , , 
1,76,76,10313,1,B,Yes, , ,B, , , , , , , , , , ,Agree, , , ,i like the concepts  and how book describes it.
1,76, ,14451, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10273, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10274, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10275, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10280, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10285, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10286, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10287, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10288, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10291, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10292, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10297, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10298, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10299, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10306, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10307, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10311, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10312, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10314, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10317, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10319, , , , , , , , , , , , , , , , , , , , , 
1,77,77,10320,16,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,"The maple labs were sort of a wasted of time. I got an A in the course and I learned a lot, but I feel like it wasn't challenging enough. The test questions or at least the homework questions should have been more challenging. Math classes in general don't give that many challenges these days to students, rather they just make it easy to get an A. Math class should involve creative thinking to solutions, not just memorizing strategies. My professor was really enthusiastic and helpful, so that was great."
1,77, ,14412, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14421, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14422, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14425, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14426, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14428, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14430, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14431, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14435, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14437, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14438, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14440, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14441, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14443, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14445, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14447, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14452, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14453, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14454, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14455, , , , , , , , , , , , , , , , , , , , , 
1,77, ,14457, , , , , , , , , , , , , , , , , , , , , 
1, ,77,21153, , , , , , , , , , , , , , , , , , , , , 
1,78,78,10277, , , , , , , , , , , , , , , , , , , , , 
1,78,78,10284, , , , , , , , , , , , , , , , , , , , , 
1,78,78,10303, , , , , , , , , , , , , , , , , , , , , 
1,78,78,10310, , , , , , , , , , , , , , , , , , , , , 
1,78,78,10316, , , , , , , , , , , , , , , , , , , , , 
1,78,78,10318, , , , , , , , , , , , , , , , , , , , , 
1,78,78,10322,6,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree, 
1,78, ,14414, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14416,3,C, ,No, , , , , ,I never intended to take Calculus II., , ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., , , , , , , ,"I studied very hard for calculus ans still received a C. I felt that the course was more for students who already knew calculus, and took it in high school, which I did not."
1,78, ,14417, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14419, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14420, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14429, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14433, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14439, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14444, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14446, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14456, , , , , , , , , , , , , , , , , , , , , 
1,78, ,14459, , , , , , , , , , , , , , , , , , , , , 
1,78, ,23208, , , , , , , , , , , , , , , , , , , , , 
1,78, ,23209, , , , , , , , , , , , , , , , , , , , , 
1,79,79,10272,9,B, ,No, , , , , , , , , ,I changed my major and now do not need to take Calculus II., , ,Agree, , , ,"I've had multiple instructor experiences in math, and specifically Calc1(took 3x).  One teacher was exceptional, and very thorough, thoughtful, and clearly explained the concepts.  The other teachers were anywhere from erratic in their teaching methodology or showed overt displeasure with being in the classroom and provided little/none support or clarity.  I used many resources (internet, Khanacademy,Patrickjmt.com,etc.) which helped.  I really like math a lot, just need to work extra hard to understand it.  I need to know the big picture before I understand most things - something most math teachers don't include in their lesson."
1,79,79,10276, , , , , , , , , , , , , , , , , , , , , 
1,79,79,10282, , , , , , , , , , , , , , , , , , , , , 
1,79,79,10289, , , , , , , , , , , , , , , , , , , , , 
1,79,79,10290, , , , , , , , , , , , , , , , , , , , , 
1,79,79,10294, , , , , , , , , , , , , , , , , , , , , 
1,79,79,10295, , , , , , , , , , , , , , , , , , , , , 
1,79,79,10300, , , , , , , , , , , , , , , , , , , , , 
1,79,79,10302, , , , , , , , , , , , , , , , , , , , , 
1,79,79,10309, , , , , , , , , , , , , , , , , , , , , 
1,79, ,14415, , , , , , , , , , , , , , , , , , , , , 
1,79, ,14418, , , , , , , , , , , , , , , , , , , , , 
1,79, ,14424, , , , , , , , , , , , , , , , , , , , , 
1,79, ,14427, , , , , , , , , , , , , , , , , , , , , 
1,79, ,14442, , , , , , , , , , , , , , , , , , , , , 
1,79, ,14458, , , , , , , , , , , , , , , , , , , , , 
1, ,79,21146, , , , , , , , , , , , , , , , , , , , , 
1, ,79,21147, , , , , , , , , , , , , , , , , , , , , 
1, ,79,21150, , , , , , , , , , , , , , , , , , , , , 
1, ,79,21154, , , , , , , , , , , , , , , , , , , , , 
1,79, ,23210, , , , , , , , , , , , , , , , , , , , , 
1,79, ,23211, , , , , , , , , , , , , , , , , , , , , 
1,81,81,10461, , , , , , , , , , , , , , , , , , , , , 
1,81,81,10462, , , , , , , , , , , , , , , , , , , , , 
1,81,81,10463,6,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,"Professor Fipps did an amazing job prepping me for Calc II and Differential Equations. I consistently find myself at the top of these classes thanks to her. Where other classes focused their time chugging through all sorts of various calculus trivialities, Fipps made certain that we really understood the basics. This is a problem I find amongst many of my classmates; they don't understand the rudimentary parts of derivatives and integrals. Many thanks to Professor Fipps!"
1,81,81,10464, , , , , , , , , , , , , , , , , , , , , 
1,81,81,10465, , , , , , , , , , , , , , , , , , , , , 
1,81,81,10466, , , , , , , , , , , , , , , , , , , , , 
1,81,81,10467, , , , , , , , , , , , , , , , , , , , , 
1,81,81,10468,6,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,Three semesters of calculus is required for my major.
1,81,81,10469, , , , , , , , , , , , , , , , , , , , , 
1,81,81,10470, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14873, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14874, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14875, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14876, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14877, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14878,12,C, ,No, , , , , , , , ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II.,I changed my major and now do not need to take Calculus II.,My experience in Calculus I made me decide not to take calculus II., , ,Disagree, , , 
1,81, ,14879, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14880, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14881,7,A,Yes, ,A, , , , , , , , , , , , ,Disagree, , ,"This class was a required class for the graduate program I would like to attend, and therefore taking it was a necessity.  I took AP Calculus AB in high school in 2002 and decided to retake Calculus I because I had not had any math exposure since.  The teaching was excellent.  I found that going to class and studying hard the week leading up to the test was enough to ensure an 'A'.  I did none of the homework because it was not collected.  I recall that remembering general Algebra, Precalculus, Trigonometry, and Geometry is more difficult than grasping the calculus concepts, and this is what worries me about taking the GRE.    I am now in Calculus 3 and expect to receive an 'A'.  This will be the last level of calculus that I take.  I am currently enrolled in 'Applied Discrete Mathematics', which I find to be much more challenging."
1,81, ,14882, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14883, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14884, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14885, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14886, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14887, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14888, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14889, , , , , , , , , , , , , , , , , , , , , 
1,81, ,14890, , , , , , , , , , , , , , , , , , , , , 
1, ,81,21243, , , , , , , , , , , , , , , , , , , , , 
1, ,81,21244, , , , , , , , , , , , , , , , , , , , , 
1, ,81,21245, , , , , , , , , , , , , , , , , , , , , 
1, ,81,21246, , , , , , , , , , , , , , , , , , , , , 
1,81, ,23286, , , , , , , , , , , , , , , , , , , , , 
1,81, ,23287, , , , , , , , , , , , , , , , , , , , , 
1,81, ,23288, , , , , , , , , , , , , , , , , , , , , 
1,81, ,23289, , , , , , , , , , , , , , , , , , , , , 
1,81, ,23290, , , , , , , , , , , , , , , , , , , , , 
1,81, ,23291, , , , , , , , , , , , , , , , , , , , , 
1,81, ,23292, , , , , , , , , , , , , , , , , , , , , 
1,81, ,23293, , , , , , , , , , , , , , , , , , , , , 
1, ,81,24389, , , , , , , , , , , , , , , , , , , , , 
1, ,81,24390, , , , , , , , , , , , , , , , , , , , , 
4,83,83,10989, , , , , , , , , , , , , , , , , , , , , 
4,83,83,10991, , , , , , , , , , , , , , , , , , , , , 
4,83,83,11017, , , , , , , , , , , , , , , , , , , , , 
4,83,83,11019, , , , , , , , , , , , , , , , , , , , , 
4,83,83,11025, , , , , , , , , , , , , , , , , , , , , 
4,83,83,11048, , , , , , , , , , , , , , , , , , , , , 
4,83,83,11049,0,A,Yes, ,A, , , , , , , , , , , ,Agree, , , , 
4,83,83,11053,0,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,It was a good class overall however I think paper homework is better for students than online homework...yes I know it generates more homework for instructors but seriously education should be about making sure that students get the best possible education not that the teachers aren't over worked.
4,83,83,11055, , , , , , , , , , , , , , , , , , , , , 
4,83,83,11061, , , , , , , , , , , , , , , , , , , , , 
4,83, ,15764,6,A,Yes, , , ,C, , , , , , , , , ,Agree, , , ,I am taking Calc 2 mainly because it is required by my major (mechanical engineering) The main thing i like most is when a teacher writes all information on the white board and does not use pre-made notes. Also knowing the information well enough to not make simple mistakes often is a benefit.
4,83, ,15778, , , , , , , , , , , , , , , , , , , , , 
4,83, ,15786, , , , , , , , , , , , , , , , , , , , , 
4,83, ,15808, , , , , , , , , , , , , , , , , , , , , 
4,83, ,15813, , , , , , , , , , , , , , , , , , , , , 
4,83, ,15837, , , , , , , , , , , , , , , , , , , , , 
4,83, ,15928, , , , , , , , , , , , , , , , , , , , , 
4, ,83,21517,6,C,Yes, , , ,C, , , , , , , , , , ,Disagree, , , 
4, ,83,21520, , , , , , , , , , , , , , , , , , , , , 
4, ,83,21523, , , , , , , , , , , , , , , , , , , , , 
4, ,83,21526, , , , , , , , , , , , , , , , , , , , , 
4, ,83,21530, , , , , , , , , , , , , , , , , , , , , 
4, ,83,21533, , , , , , , , , , , , , , , , , , , , , 
4, ,83,21538, , , , , , , , , , , , , , , , , , , , , 
4, ,83,21553, , , , , , , , , , , , , , , , , , , , , 
4, ,83,21555, , , , , , , , , , , , , , , , , , , , , 
4,83, ,23440, , , , , , , , , , , , , , , , , , , , , 
4,83, ,23441, , , , , , , , , , , , , , , , , , , , , 
4,83, ,23442, , , , , , , , , , , , , , , , , , , , , 
4,83, ,23443, , , , , , , , , , , , , , , , , , , , , 
4,83, ,23444, , , , , , , , , , , , , , , , , , , , , 
4,83, ,23445, , , , , , , , , , , , , , , , , , , , , 
4, ,83,24509, , , , , , , , , , , , , , , , , , , , , 
4, ,83,24510, , , , , , , , , , , , , , , , , , , , , 
4, ,83,24511, , , , , , , , , , , , , , , , , , , , , 
4,84,84,10993, , , , , , , , , , , , , , , , , , , , , 
4,84,84,10994, , , , , , , , , , , , , , , , , , , , , 
